director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,News,Thriller,Fantasy,Comedy,Animation,History,Western,Music,Family,Short,Game-Show,Action,Sport,Drama,Mystery,Sci-Fi,Biography,Documentary,War,Film-Noir,Horror,Crime,Reality-TV,Musical,Adventure,Romance,budget,revenue,profit,rate,budget_infl,gross_infl,director_count,actor1_count,actor2_count,actor3_count,normalized_profit,content_rating_G,content_rating_NC-17,content_rating_PG,content_rating_PG-13,content_rating_R,content_rating_Unrated
M. Night Shyamalan,100.0,0.0,894.0,Zoë Kravitz,10000.0,Action|Adventure|Sci-Fi,Will Smith,After Earth,14168,Glenn Morshower,0.0,box office flop|father son team|fear|race against time|real life father and son playing father and son,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,English,USA,2013,943.0,4.9,2.35,37000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,130000000,243843127,13180628026.660698,0.8637154979999999,15051252443.77634,28231880470.43704,8.0,25.0,6.0,5.0,0.09853099033579203,0,0,0,1,0,0
Paul Weitz,107.0,80.0,252.0,Sarita Choudhury,2000.0,Comedy|Drama|Romance,Tina Fey,Admission,3004,Christopher Evan Welch,2.0,adoption|female protagonist|princeton university|wedding|working women,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,English,USA,2013,257.0,5.7,2.35,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13000000,18637201,652668733.2869881,0.8637154979999999,1505125244.3776345,2157793977.664623,5.0,7.0,1.0,2.0,0.004878933948927498,0,0,0,1,0,0
Alan Taylor,112.0,230.0,12000.0,Natalie Portman,26000.0,Action|Adventure|Fantasy,Chris Hemsworth,Thor: The Dark World,59803,Anthony Hopkins,3.0,arrest|portal|thor|warrior|weapon,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,English,USA,2013,20000.0,7.1,2.35,63000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,170000000,644571402,54945338262.298965,0.8637154979999999,19682407041.86137,74627745304.16034,1.0,20.0,33.0,8.0,0.4107407370610903,0,0,0,1,0,0
Zack Snyder,143.0,0.0,748.0,Christopher Meloni,15000.0,Action|Adventure|Fantasy|Sci-Fi,Henry Cavill,Man of Steel,20495,Harry Lennix,0.0,based on comic book|british actor playing american character|final battle|origin of hero|reboot,http://www.imdb.com/title/tt0770828/?ref_=fn_tt_tt_1,English,USA,2013,3000.0,7.2,2.35,118000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,225000000,754045518,61252289582.049385,0.8637154979999999,26050244614.228287,87302534196.27768,7.0,9.0,2.0,4.0,0.4578879975841101,0,0,0,1,0,0
Richard Curtis,123.0,628.0,171.0,Tom Hollander,565.0,Drama|Fantasy|Romance,Tom Hughes,About Time,1595,Lindsay Duncan,1.0,boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding,http://www.imdb.com/title/tt2194499/?ref_=fn_tt_tt_1,English,UK,2013,555.0,7.8,2.35,105000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12000000,87100449,8695044742.615005,0.8637154979999999,1389346379.4255085,10084391122.040514,2.0,1.0,2.0,2.0,0.06499926431337309,0,0,0,0,1,0
Denis Villeneuve,153.0,777.0,1000.0,Jake Gyllenhaal,20000.0,Crime|Drama|Mystery|Thriller,Hugh Jackman,Prisoners,37321,Dylan Minnette,2.0,child abduction|detective|investigation|police|sex offender,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,English,USA,2013,15000.0,8.1,1.85,86000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,46000000,122126687,8813861413.425745,0.8637154979999999,5325827787.797783,14139689201.223528,1.0,21.0,24.0,2.0,0.06588747166573514,0,0,0,0,1,0
Taylor Hackford,118.0,138.0,458.0,Clifton Collins Jr.,26000.0,Action|Crime|Romance|Thriller,Jason Statham,Parker,28479,Wendell Pierce,0.0,action hero|disguise|hospital|real estate agent|thief,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1,English,USA,2013,968.0,6.2,2.35,17000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,35000000,46216641,1298649963.5554767,0.8637154979999999,4052260273.3244,5350910236.879876,2.0,40.0,9.0,2.0,0.009707930370871408,0,0,0,0,1,0
Thor Freudenthal,106.0,87.0,918.0,Leven Rambin,8000.0,Adventure|Family|Fantasy,Logan Lerman,Percy Jackson: Sea of Monsters,10882,Brandon T. Jackson,0.0,golden fleece|half brother|magical tree|sea|tree,http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1,English,USA,2013,956.0,5.9,2.35,28000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90000000,199850315,12718344785.33347,0.8637154979999999,10420097845.691315,23138442631.024784,3.0,12.0,1.0,4.0,0.09507521791750366,0,0,1,0,0,0
John Moore,101.0,212.0,476.0,Cole Hauser,13000.0,Action|Thriller,Bruce Willis,A Good Day to Die Hard,15481,Megalyn Echikunwoke,2.0,bomb|cia|courthouse|escape|russian,http://www.imdb.com/title/tt1606378/?ref_=fn_tt_tt_1,English,USA,2013,787.0,5.3,1.85,66000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92000000,304654182,24620859819.28276,0.8637154979999999,10651655575.595566,35272515394.878334,4.0,36.0,4.0,1.0,0.18405180085503814,0,0,0,0,1,0
Stephen Frears,98.0,350.0,322.0,Mare Winningham,1000.0,Biography|Drama,Steve Coogan,Philomena,2376,Peter Hermann,2.0,catholic|convent|gay love|gay relationship|irish adoption board,http://www.imdb.com/title/tt2431286/?ref_=fn_tt_tt_1,English,UK,2013,482.0,7.6,1.85,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12000000,100129872,10203576548.536123,0.8637154979999999,1389346379.4255085,11592922927.961634,3.0,5.0,1.0,1.0,0.0762762091406306,0,0,0,1,0,0
Evan Goldberg,107.0,133.0,9000.0,James Franco,17000.0,Comedy|Fantasy,Channing Tatum,This Is the End,38751,Emma Watson,6.0,apocalypse|celebrity|ensemble cast|party|rapture,http://www.imdb.com/title/tt1245492/?ref_=fn_tt_tt_1,English,USA,2013,11000.0,6.7,2.35,97000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000000,126041322,10887997519.75737,0.8637154979999999,3704923678.468023,14592921198.225391,1.0,21.0,25.0,5.0,0.08139255968808705,0,0,0,0,1,0
Dan Scanlon,104.0,37.0,760.0,Tyler Labine,12000.0,Adventure|Animation|Comedy|Family|Fantasy,Steve Buscemi,Monsters University,14863,Sean Hayes,0.0,cheating|fraternity|monster|singing in a car|university,http://www.imdb.com/title/tt1453405/?ref_=fn_tt_tt_1,English,USA,2013,779.0,7.3,1.85,44000,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200000000,743559607,62932714332.28352,0.8637154979999999,23155772990.425144,86088487322.70866,1.0,27.0,2.0,4.0,0.4704499184666315,1,0,0,0,0,0
Jon Turteltaub,105.0,226.0,966.0,Morgan Freeman,22000.0,Comedy|Romance,Robert De Niro,Last Vegas,35694,Romany Malco,2.0,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,English,USA,2013,11000.0,6.6,2.35,27000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28000000,134402450,12319154889.125307,0.8637154979999999,3241808218.65952,15560963107.784828,4.0,42.0,20.0,3.0,0.09209109625863723,0,0,0,1,0,0
Brian Helgeland,128.0,241.0,898.0,Christopher Meloni,11000.0,Biography|Drama|Sport,Harrison Ford,42,16911,Nicole Beharie,0.0,baseball|baseball player|brooklyn dodgers|major league baseball|racism,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,English,USA,2013,3000.0,7.5,2.35,28000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,40000000,95020213,6370177810.564192,0.8637154979999999,4631154598.085029,11001332408.64922,4.0,15.0,2.0,2.0,0.04761985207920815,0,0,0,1,0,0
Jonathan Teplitzky,116.0,6.0,212.0,Colin Firth,25000.0,Biography|Drama|Romance|War,Jeremy Irvine,The Railway Man,39463,Sam Reid,2.0,japanese soldier|physical torture|pow camp|prisoner of war|reference to adolf hitler,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,English,Australia,2013,14000.0,7.1,2.35,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,18000000,24174885,714921176.5099068,0.8637154979999999,2084019569.138263,2798940745.64817,1.0,1.0,20.0,1.0,0.00534429859343241,0,0,0,0,1,0
Jon Lucas,93.0,24.0,499.0,Josie Loren,552.0,Comedy,Justin Chon,21 & Over,2730,Sarah Wright,0.0,21st birthday|college student|drunken man|pubic hair|standing up to father,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,English,USA,2013,528.0,5.9,2.35,11000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000,48065672,4059863702.943536,0.8637154979999999,1505125244.3776345,5564988947.321171,1.0,1.0,1.0,2.0,0.030349228667085608,0,0,0,0,1,0
Harald Zwart,130.0,91.0,1000.0,Kevin Zegers,5000.0,Fantasy|Horror|Mystery|Romance,Aidan Turner,The Mortal Instruments: City of Bones,10247,CCH Pounder,3.0,battle|demon|magic|secret|warrior,http://www.imdb.com/title/tt1538403/?ref_=fn_tt_tt_1,English,USA,2013,2000.0,6.0,2.35,44000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,60000000,95396573,4098175045.1350594,0.8637154979999999,6946731897.1275425,11044906942.262602,2.0,2.0,6.0,5.0,0.030635622954866763,0,0,0,1,0,0
Sam Raimi,130.0,0.0,11000.0,Mila Kunis,44000.0,Adventure|Family|Fantasy,Tim Holmes,Oz the Great and Powerful,73441,James Franco,4.0,circus|magic|magician|oz|witch,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,English,USA,2013,15000.0,6.4,2.35,60000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200000000,491868548,33792209202.665024,0.8637154979999999,23155772990.425144,56947982193.090164,8.0,4.0,13.0,25.0,0.2526117082974617,0,0,1,0,0,0
Andrés Muschietti,100.0,127.0,250.0,Megan Charpentier,1000.0,Fantasy|Horror,Javier Botet,Mama,1949,Isabelle Nélisse,1.0,aunt|children|death of sister|forest|hiding in a closet,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,English,Canada,2013,340.0,6.2,1.85,57000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15000000,146497771,15224662670.114553,0.8637154979999999,1736682974.2818859,16961345644.39644,1.0,1.0,1.0,1.0,0.11381105656227593,0,0,0,1,0,0
Danny Boyle,101.0,0.0,888.0,Spencer Wilding,3000.0,Crime|Drama|Mystery|Thriller,Rosario Dawson,Trance,5056,Tuppence Middleton,0.0,amnesia|criminal|heist|hypnotherapy|lost painting,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,English,UK,2013,1000.0,7.0,2.35,23000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,20000000,24261569,493399621.73516554,0.8637154979999999,2315577299.0425143,2808976920.77768,5.0,10.0,2.0,1.0,0.0036883266467768274,0,0,0,0,1,0
Elizabeth Banks,94.0,0.0,3000.0,Kate Winslet,20000.0,Comedy,Hugh Jackman,Movie 43,41059,Seth MacFarlane,10.0,awkwardness|embarrassment|gross out|irreverence|shame,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,English,USA,2013,14000.0,4.3,1.85,25000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,32438988,3061076021.122873,0.8637154979999999,694673189.7127542,3755749210.8356266,1.0,24.0,12.0,3.0,0.022882847422867413,0,0,0,0,1,0
James DeMonaco,85.0,65.0,535.0,Adelaide Kane,942.0,Horror|Sci-Fi|Thriller,Rhys Wakefield,The Purge,3708,Chris Mulkey,0.0,class differences|killing spree|one night|suburb|violence,http://www.imdb.com/title/tt2184339/?ref_=fn_tt_tt_1,English,USA,2013,810.0,5.7,2.35,31000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3000000,89328627,9995030446.93543,0.8637154979999999,347336594.8563771,10342367041.791813,1.0,2.0,1.0,1.0,0.07471723446574488,0,0,0,0,1,0
David Soren,96.0,13.0,463.0,Snoop Dogg,16000.0,Adventure|Animation|Comedy|Family|Sport,Ryan Reynolds,Turbo,17416,Ben Schwartz,0.0,accident|freak accident|race|snail|underdog,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,English,USA,2013,881.0,6.5,2.35,13000,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,135000000,282570682,17085566062.171091,0.8637154979999999,15630146768.536972,32715712830.70806,1.0,19.0,3.0,1.0,0.12772213539979774,0,0,1,0,0,0
Peter Berg,121.0,532.0,127.0,Scott Elrod,480.0,Action|Biography|Drama|Thriller|War,Jerry Ferrara,Lone Survivor,1261,Dan Bilzerian,0.0,courage|navy seal|outnumbered|shot multiple times|survival,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,English,USA,2013,449.0,7.6,2.35,58000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,40000000,149295601,12654120628.040415,0.8637154979999999,4631154598.085029,17285275226.125446,5.0,2.0,2.0,1.0,0.09459511383515808,0,0,0,0,1,0
Ben Stiller,114.0,0.0,423.0,Adrian Martinez,3000.0,Adventure|Comedy|Drama|Fantasy|Romance,Adam Scott,The Secret Life of Walter Mitty,5095,Joey Slotnick,1.0,daydream|life magazine|magazine|photographer|snow leopard,http://www.imdb.com/title/tt0359950/?ref_=fn_tt_tt_1,English,USA,2013,806.0,7.3,2.35,70000,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,90000000,188133322,11361764635.141468,0.8637154979999999,10420097845.691315,21781862480.832783,3.0,8.0,4.0,2.0,0.08493417916219098,0,0,1,0,0,0
Guillermo del Toro,131.0,0.0,919.0,Clifton Collins Jr.,16000.0,Action|Adventure|Sci-Fi,Charlie Hunnam,Pacific Rim,19166,Larry Joe Campbell,0.0,giant monster|kaiju|pilot|portal|robot,http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1,English,USA,2013,968.0,7.0,1.85,83000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,180000000,407602906,26351606116.485363,0.8637154979999999,20840195691.38263,47191801807.86799,4.0,9.0,9.0,2.0,0.1969898976369064,0,0,0,1,0,0
Steven Soderbergh,106.0,0.0,273.0,David Costabile,17000.0,Crime|Drama|Thriller,Channing Tatum,Side Effects,18469,Katie Lowes,0.0,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,English,USA,2013,681.0,7.1,1.85,29000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30000000,63372757,3863859925.7831078,0.8637154979999999,3473365948.5637717,7337225874.34688,14.0,29.0,2.0,2.0,0.02888401343443588,0,0,0,0,1,0
Jérôme Salle,110.0,22.0,44.0,Tanya van Graan,5000.0,Crime|Drama|Thriller,Orlando Bloom,Zulu,5273,Conrad Kemp,0.0,apartheid|corpse|male nudity|murder|police officer,http://www.imdb.com/title/tt2249221/?ref_=fn_tt_tt_1,English,France,2013,170.0,6.7,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3500000,8000000,521004892.28456575,0.8637154979999999,405226027.33244,926230919.6170057,1.0,8.0,1.0,1.0,0.003894688297028556,0,0,0,0,1,0
Gavin Hood,114.0,151.0,430.0,Moises Arias,11000.0,Action|Sci-Fi,Harrison Ford,Ender's Game,12908,Aramis Knight,4.0,alien|future|manipulation|simulation|training,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1,English,USA,2013,635.0,6.7,2.35,123000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110000000,125537191,1798878338.5243833,0.8637154979999999,12735675144.733828,14534553483.258213,4.0,18.0,2.0,1.0,0.01344735950548523,0,0,0,1,0,0
Paul Feig,123.0,176.0,749.0,William Xifaras,975.0,Action|Comedy|Crime,Michael Rapaport,The Heat,4825,Demián Bichir,7.0,drug lord|fbi|fbi agent|hospital|shot in the crotch,http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1,English,USA,2013,815.0,6.6,2.35,24000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43000000,158674180,13392625264.667885,0.8637154979999999,4978491192.941404,18371116457.609287,2.0,2.0,1.0,4.0,0.10011576378714013,0,0,0,0,1,0
Chris Wedge,102.0,77.0,120.0,Emma Kenney,14000.0,Adventure|Animation|Family|Fantasy,Josh Hutcherson,Epic,14552,Troy Evans,2.0,father daughter relationship|forest|miniature person|shrinking|sword and fantasy,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1,English,USA,2013,151.0,6.7,2.35,17000,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100000000,268426634,19500244512.227104,0.8637154979999999,11577886495.212572,31078131007.439682,3.0,13.0,1.0,1.0,0.1457729285948557,0,0,1,0,0,0
Cal Brunker,89.0,7.0,91.0,Paul Scheer,3000.0,Adventure|Animation|Comedy|Family|Sci-Fi,Brendan Fraser,Escape from Planet Earth,3361,Jonathan Morgan Heit,2.0,alien|cult film|mission control|product placement|rescue,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,English,USA,2013,190.0,5.9,2.35,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,40000000,74597643,4005675836.558858,0.8637154979999999,4631154598.085029,8636830434.643887,1.0,14.0,1.0,1.0,0.029944150313995326,0,0,1,0,0,0
Mikael Håfström,115.0,101.0,585.0,50 Cent,13000.0,Action|Crime|Mystery|Sci-Fi|Thriller,Sylvester Stallone,Escape Plan,15708,Matt Gerald,1.0,cia agent|escape|muslim|prison|ship,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,English,USA,2013,1000.0,6.7,2.35,34000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,50000000,122915111,8442028789.438256,0.8637154979999999,5788943247.606286,14230972037.04454,4.0,9.0,4.0,2.0,0.06310785775953649,0,0,0,0,1,0
Peter Jackson,186.0,0.0,773.0,Adam Brown,5000.0,Adventure|Fantasy,Aidan Turner,The Hobbit: The Desolation of Smaug,9152,James Nesbitt,6.0,dwarf|elf|lake town|mountain|sword and sorcery,http://www.imdb.com/title/tt1170358/?ref_=fn_tt_tt_1,English,USA,2013,972.0,7.9,2.35,83000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,250000000,958400000,82017747932.08586,0.8637154979999999,28944716238.031433,110962464170.11728,10.0,5.0,2.0,2.0,0.6131190157217016,0,0,0,1,0,0
Andrew Niccol,125.0,487.0,201.0,Chandler Canterbury,430.0,Action|Adventure|Romance|Sci-Fi|Thriller,J.D. Evermore,The Host,1300,Rachel Roberts,3.0,alien|alien creature|body snatching|desert|parasite,http://www.imdb.com/title/tt1517260/?ref_=fn_tt_tt_1,English,USA,2013,329.0,5.9,2.35,43000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,44000000,63327201,2237681394.481589,0.8637154979999999,5094270057.893532,7331951452.37512,3.0,1.0,2.0,1.0,0.016727607116200936,0,0,0,1,0,0
Louis Leterrier,125.0,255.0,963.0,Common,11000.0,Crime|Mystery|Thriller,Morgan Freeman,Now You See Me,13312,Michael Kelly,6.0,bank|fbi|heist|interpol|magician,http://www.imdb.com/title/tt1670345/?ref_=fn_tt_tt_1,English,USA,2013,988.0,7.3,2.35,105000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,75000000,351723989,32038789351.444527,0.8637154979999999,8683414871.409428,40722204222.85395,6.0,20.0,3.0,6.0,0.2395041166354098,0,0,0,1,0,0
Jeremy Saulnier,90.0,57.0,92.0,Eve Plumb,1000.0,Crime|Drama|Thriller,Devin Ratray,Blue Ruin,1528,Amy Hargreaves,0.0,blood splatter|car|neo noir|vengeance|vomiting,http://www.imdb.com/title/tt2359024/?ref_=fn_tt_tt_1,English,USA,2013,235.0,7.1,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,420000,993313,66377528.40229805,0.8637154979999999,48627123.279892795,115004651.68219084,1.0,5.0,1.0,1.0,0.0004961469607844775,0,0,0,0,1,0
Woody Allen,98.0,11000.0,218.0,Charlie Tahan,594.0,Drama,Sally Hawkins,Blue Jasmine,1353,Andrew Dice Clay,1.0,congenital liar|mental breakdown|self deception|snob|talking to oneself,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,English,USA,2013,268.0,7.3,2.35,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18000000,99206215,9401963399.758286,0.8637154979999999,2084019569.138263,11485982968.89655,7.0,2.0,2.0,1.0,0.07028379504893557,0,0,0,1,0,0
Francis Lawrence,146.0,508.0,523.0,Josh Hutcherson,34000.0,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,The Hunger Games: Catching Fire,49355,Sandra Ellis Lafferty,1.0,president|snow|television|tour|uprising,http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1,English,USA,2013,14000.0,7.6,2.35,82000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,130000000,847423452,83062472962.59584,0.8637154979999999,15051252443.77634,98113725406.3722,3.0,17.0,14.0,4.0,0.6209287990371565,0,0,0,1,0,0
Jonathan Levine,98.0,129.0,7.0,Vincent Leclerc,303.0,Comedy|Horror|Romance,Cory Hardrict,Warm Bodies,337,Daniel Rindress-Kay,0.0,fight|memory|teenager|undead|zombie,http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1,English,USA,2013,18.0,6.9,2.35,81000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,35000000,116980662,9491627994.383863,0.8637154979999999,4052260273.3244,13543888267.708263,3.0,1.0,1.0,1.0,0.07095407769235232,0,0,0,1,0,0
Lasse Hallström,115.0,529.0,325.0,Noah Lomax,576.0,Drama|Romance|Thriller,David Lyons,Safe Haven,1554,Mimi Kirkland,0.0,abusive husband|chick flick|north carolina|secret|widower,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,English,USA,2013,447.0,6.7,2.35,23000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28000000,97594140,8057530536.519331,0.8637154979999999,3241808218.65952,11299338755.17885,7.0,1.0,1.0,1.0,0.060233562655300325,0,0,0,1,0,0
Chris Buck,102.0,69.0,490.0,Maurice LaMarche,1000.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,Josh Gad,Frozen,2582,Livvy Stubenrauch,0.0,magic|sister love|sister sister relationship|snow|snowman,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,English,USA,2013,523.0,7.6,2.24,58000,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,150000000,1274219009,130160800819.6236,0.8637154979999999,17366829742.818855,147527630562.44247,1.0,2.0,2.0,1.0,0.9730097048656412,0,0,1,0,0,0
Ryan Coogler,85.0,0.0,88.0,Melonie Diaz,282.0,Biography|Drama|Romance,Ahna O'Reilly,Fruitvale Station,687,Ariana Neal,0.0,22 year old|b.a.r.t.|bay area|birthday|police,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,English,USA,2013,270.0,7.5,1.85,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,900000,17549645,1927676999.955835,0.8637154979999999,104200978.45691314,2031877978.4127488,1.0,1.0,2.0,1.0,0.014410186668350531,0,0,0,0,1,0
Neill Blomkamp,109.0,662.0,1000.0,Sharlto Copley,13000.0,Action|Drama|Sci-Fi|Thriller,Matt Damon,Elysium,17689,Alice Braga,0.0,christ figure|class differences|messiah|saviour|social commentary,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,English,USA,2013,2000.0,6.6,2.35,61000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,115000000,286140700,19814475993.112263,0.8637154979999999,13314569469.494455,33129045462.606724,2.0,44.0,3.0,5.0,0.14812194838948015,0,0,0,0,1,0
Rawson Marshall Thurber,118.0,43.0,651.0,Molly C. Quinn,740.0,Comedy|Crime,Laura-Leigh,We're the Millers,3425,Thomas Lennon,4.0,fake family|male frontal nudity|marijuana|mexico|stripper,http://www.imdb.com/title/tt1723121/?ref_=fn_tt_tt_1,English,USA,2013,707.0,7.0,2.35,35000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37000000,269994119,26975794638.340508,0.8637154979999999,4283818003.2286525,31259612641.569164,1.0,1.0,1.0,3.0,0.20165598389053355,0,0,0,0,1,0
Malcolm D. Lee,123.0,92.0,849.0,Sanaa Lathan,1000.0,Comedy|Drama,Harold Perrineau,The Best Man Holiday,5306,Eddie Cibrian,5.0,childbirth|christmas|gay slur|infidelity|punched in the nose,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,English,USA,2013,886.0,6.7,2.35,7000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17000000,71625195,6324443074.888533,0.8637154979999999,1968240704.1861372,8292683779.07467,3.0,2.0,5.0,6.0,0.047277964630180386,0,0,0,0,1,0
